id,latitud,longitud
1,35.4459608,139.6272184
2,35.7939338,139.9188025
3,35.711085,139.7976057
4,35.6001747,139.6113244
5,35.8277983,139.8045742
6,35.3180607,139.5512194
7,35.6316659,139.6438566
8,35.720433,140.0199844
9,35.8782662,139.8441977
10,35.4237791,139.6656806
11,35.7511588,139.5859
12,35.4084784,139.5962342
13,35.6218321,139.5497682
14,35.5727301,139.3734158
15,36.3819335,139.3404262
16,35.7974607,139.5673557
17,35.9592172,140.31589
18,35.7096822,139.7728683
19,35.8793822,139.9675091
20,35.612404,139.627083
21,35.7049901,139.6204551
22,35.4515987,139.3966627
23,35.6802804,140.3113525
24,36.5318156,139.866895
25,35.802309,140.1138103
