id,Latitud,Longitud
1,25.67455794,-100.2000975
2,24.82531314,-100.0763953
3,25.76260322,-100.1934076
4,24.84501162,-99.56555159
5,25.70287563,-100.3218229
6,25.7221244,-100.1866773
7,25.78955418,-100.495478
8,25.90845543,-100.1696819
9,25.67488834,-100.2048166
10,25.67490119,-100.2060515
11,24.85849959,-99.56672159
12,25.19062427,-99.82038526
13,25.77840876,-100.386924
14,25.67254073,-100.3230652
15,26.50210787,-100.1782246
16,25.7507988,-100.255274
17,25.6776765,-100.4379907
18,25.691976,-100.236105
19,25.677137,-100.291849
20,25.69197574,-100.2361054
21,25.59691237,-100.0243857
22,25.761004,-100.28143
23,25.777046,-100.270857
24,25.677137,-100.291849
25,25.72245014,-100.2041166
26,25.79663543,-100.5852444
27,25.67618948,-100.3146347
28,25.72622218,-100.3432608
29,25.70236755,-100.3098078
30,25.68588588,-100.3158345
31,25.69036064,-100.4541811
32,25.7857988,-100.3206412
33,25.58574061,-100.2567995
34,25.77311368,-100.26025
35,25.67239648,-100.3186243
36,25.63830771,-100.3129114
37,25.74369757,-100.1763096
38,25.95233279,-100.1684325
39,25.67785418,-100.2311866
40,26.50782479,-100.1748635
41,24.86392547,-99.56272303
42,25.67314506,-100.4211177
43,25.72426932,-100.2185518
44,25.68185052,-100.4845927
45,25.67823382,-100.4384075
46,25.57939248,-100.0029461
47,25.74302919,-100.2858242
48,25.68939553,-100.2130247
49,25.62781027,-100.2951661
50,25.72517436,-100.3655469
51,25.7027948,-100.2382876
52,25.71137986,-100.2623702
53,25.8916456,-100.2597402
54,25.70484382,-100.3390221
55,25.71975626,-100.2168466
56,25.76033325,-100.408443
57,25.90787282,-100.1676358
58,25.75363657,-100.1698159
59,25.80509917,-100.3419829
60,25.72204958,-100.3611214
61,25.64050177,-100.1551672
62,25.66131306,-100.1516424
63,25.65749246,-100.1881476
64,25.75055337,-100.2551704
65,25.78394539,-100.2364497
66,25.7643785,-100.1924201
67,25.77023829,-100.2731553
68,25.19056508,-99.81900343
69,25.77767787,-100.3865924
70,25.65247072,-100.1117575
71,25.7594997,-100.3553872
72,25.70538223,-100.1620681
73,25.786081,-100.055956
74,25.67171323,-100.3149251
75,25.66595081,-100.2676157
76,25.761004,-100.28143
77,25.78482484,-100.2477767
78,25.786081,-100.055956
79,25.67402206,-100.4307982
80,25.67993643,-100.2529224
81,25.631609,-100.288827
82,25.68412859,-100.4357928
83,25.79073299,-100.5823393
84,25.74530028,-100.3008634
85,25.77020035,-100.2734607
86,25.75371352,-100.2974001
87,25.183979,-99.84643
88,25.9057871,-100.1603284
89,25.75194518,-100.2623065
90,24.84975659,-99.57121686
91,25.67993735,-100.2528603
92,25.96050262,-100.2909979
93,25.6670724,-100.3113966
94,25.7649903,-100.4103066
95,25.27683143,-100.0205848
96,25.19093797,-99.82889638
97,25.77298079,-100.3885503
