ID,Latitud,Longitud
1,25.65880078,-100.3766033
2,25.6589893,-100.4426803
3,25.65581972,-100.3641572
4,25.75757047,-100.2866956
5,25.69132421,-100.354752
6,25.6553924,-100.3525824
7,25.64260974,-100.2776411
8,25.65582342,-100.4060389
9,25.74652173,-100.3106835
10,25.73041143,-100.3968175
11,25.61787154,-100.2795298
12,25.66233036,-100.3689287
13,25.67438354,-100.4540129
14,25.74151203,-100.4106657
15,25.73511724,-100.3985794
16,25.72999362,-100.3962949
17,25.5695317,-100.2415874
18,25.76925336,-100.3684315
19,25.66237448,-100.3689204
20,25.6825023,-100.441534
21,25.7052021,-100.3696741
22,25.65883856,-100.4426088
23,25.72800037,-100.3685354
24,25.62982021,-100.2726355
25,25.74505295,-100.3064205
26,25.71754106,-100.2361061
27,25.68361089,-100.3558549
28,25.60763988,-100.2697003
29,25.66291336,-100.3688459
30,25.56035466,-100.2323824
31,25.66624326,-100.2769446
32,25.67032675,-100.3398809
33,25.76610436,-100.4124498
34,25.68774007,-100.3465583
35,25.67052473,-100.3198862
36,25.73468538,-100.2704536
37,25.64106151,-100.3690833
38,25.72989221,-100.3961407
39,25.70495265,-100.34712
40,25.71248075,-100.2599077
41,25.52970937,-100.212265
42,25.65154764,-100.3757343
43,25.71880338,-100.2660642
44,25.6856965,-100.3306374
45,25.65900976,-100.3563191
46,25.70356252,-100.2851672
47,25.64681296,-100.3597192
48,25.65048254,-100.3396756
49,25.70495213,-100.347072
50,25.71845814,-100.3423257
51,25.7247318,-100.2177584
52,25.66237734,-100.382618
53,25.63744357,-100.3777544
54,25.71888023,-100.3651368
55,25.63742927,-100.3161263
56,25.77472361,-100.3873009
57,25.6613427,-100.3685192
58,25.65282618,-100.3795283
59,25.65113044,-100.2927424
60,25.6196448,-100.2836253
61,25.76115772,-100.2946936
62,25.66250111,-100.3688966
63,25.72249029,-100.3617753
64,25.73754904,-100.3032301
65,25.68493404,-100.321713
66,25.58435899,-100.2571581
67,25.63098948,-100.3011843
68,25.66106862,-100.3990681
69,25.76844198,-100.2828063
70,25.74064794,-100.3534946
71,25.67868102,-100.447633
72,25.66583624,-100.3140704
73,25.69590947,-100.3797878
74,25.7409153,-100.3534885
75,25.73932709,-100.4063825
76,25.72996976,-100.3962549
77,25.72690843,-100.3675405
78,25.71247725,-100.2599221
79,25.61775741,-100.2793532
80,25.67709893,-100.4281748
81,25.65561413,-100.3526589
82,25.66118689,-100.3685744
83,25.66144735,-100.3989002
